id,title,content,author_id,author_avatar_url,category,tags_json,latitude,longitude,start_at,end_at,is_all_day,event_date,expire_date,event_image,address,view_count,popularity_score,created_at,updated_at
,第7回みつばちの学校Spring Concert,32年続いた「メダカの学校かごしま」の「自然を大切に」のコンセプトを継承し、心に響く童謡唱歌を中心に演奏を行ないます。,,,event,"[""音楽"",""環境""]",31.5966,130.5571,2026-03-13T15:00:00.000Z,2026-03-13T15:00:00.000Z,false,2026-03-13T15:00:00.000Z,2026-03-13T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90420_IMG_2406.jpeg,サンエール鹿児島,0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,鹿児島県松陽高等学校吹奏楽部 スプリングコンサート2026,5月に開催される第55回日本吹奏楽指導者クリニックへの出演を記念してのコンサートになります。客演指揮者としてバンドディテクターの中村俊哉氏をお招きしました。2026年度全日本吹奏楽コンクール課題曲 全４曲を演奏予定です。ぜひお出かけください。,,,event,"[""音楽"",""教育""]",31.5966,130.5571,2026-03-21T15:00:00.000Z,2026-03-21T15:00:00.000Z,false,2026-03-21T15:00:00.000Z,2026-03-21T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90402_ff74321120fa13f5c097c3fd06272d15-scaled.jpg,川商ホール（第一）（鹿児島市与次郎）,0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,かごしま近代文学館企画展「島尾敏雄の本棚」関連講座　参加者募集,"【講座①】 「世界史家としての島尾敏雄─講義ノートの分析から」
日時：2月23日（月・祝）14時～15時30分　
講師：小田龍哉氏（同志社大学人文科学研究所嘱託研究員）　

【講座②】 「『死の棘』のなかの本、『死の棘』をつくった本─島尾敏雄旧蔵書から」
日時：3月21日（土）14時～15時30分　
講師：多田蔵人氏（国文学研究資料館准教授）

定員はどちらも60名で、申込先着順です。参加費として本企画展観覧券をご購入いただきます。申込は、館HP専用申込フォームまたは電話(099-226-7771)から。詳しくは館HPをご確認ください。",,,event,"[""募集・支援情報"",""その他""]",31.5966,130.5571,2026-02-22T15:00:00.000Z,2026-03-20T15:00:00.000Z,false,2026-02-22T15:00:00.000Z,2026-03-20T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90391_9db76cde88c3621f0cc897440e7898e6.jpg,かごしま近代文学館　地下1階　メルヘンホール,0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,ランチタイムコンサート,"毎週金曜日の12時20分から12時50分まで、鹿児島市役所みなと大通り別館1階、市民アートギャラリー内でランチタイムコンサートを開催いたします。

無料でどなたでもご覧いただけます。







【今週のランチタイムコンサー演奏予定】




～ 第861回～ 2月13日(金)




出　演 ： 橋本嵐（サクソフォン）、中村慈音（ピアノ）

曲　目 ： いつか王子様が / F.チャーチル 作曲
                リベルタンゴ / A.ピアソラ 作曲
                ドリーミング・ストーン/ 松浦真沙 作曲













【今後の演奏予定】

～ 第862回～ 2月20日(金)




出　演 ： 四本美海・剥岩霞・藤田佳奈恵（ピアノ）

曲　目 ： 献呈S.566 R.253
　　　　  ソナタ第14番「月光」第3楽章Op.27-2
　　　　  ソナタ第3番第1楽章Op.58







～ 第863回～ 2月27日(金)




出　演 ： 奥光李（ピアノ）

曲　目 ： 主よ、人の望みの喜びよBWV147
　　　　 ピアノソナタ第27番Op.90第2楽章
　　　　 エレジーOp.3-1",,,event,"[""音楽"",""その他""]",31.5966,130.5571,2026-02-12T15:00:00.000Z,2026-02-12T15:00:00.000Z,false,2026-02-12T15:00:00.000Z,2026-02-12T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/e08c09ee4a33bc42ccc28a0f10c21b6f.png,鹿児島市役所みなと大通り別館１階　市民アートギャラリー,0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,• • • aka Nikola H. Mounoud  Japan tour 2026,"スイス出身で現在はベトナムのハノイに住みながら、フィードバックというギターなどでもよく用いられる演奏様式をPC一台で表現するnikoが鹿児島にて再びライブをします。
共演は福岡より生ドラムと電子音が融合した音楽をお一人で追求しているMadDisc、鹿児島より何度かライブを拝見させていただいてその音世界にくらったNoxveilさんにご出演いただきます。",,,event,"[""音楽"",""国際交流""]",31.5966,130.5571,2026-02-25T15:00:00.000Z,2026-02-25T15:00:00.000Z,false,2026-02-25T15:00:00.000Z,2026-02-25T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90384_796f5fdd30b2f8ec7be614e4c8ab877d.jpg,WORD UP STUDIO,0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,West Fest Orchestra第4回演奏会,鹿児島県内で活動するオーケストラ団体、West Fest Orchestraの4回目の演奏会です。,,,event,"[""音楽"",""その他""]",31.5966,130.5571,2026-02-14T15:00:00.000Z,2026-02-14T15:00:00.000Z,false,2026-02-14T15:00:00.000Z,2026-02-14T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90380_1000020853.jpg,谷山サザンホール,0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,第139回ドラムサークルカゴシマ,"みんなでまぁるく輪になって、世界中の太鼓や打楽器を楽し む参加型リズムワーワショップです！
 年齢、国籍、特性を問わずどなたでも参加OK。 
一緒に自由なリズムを楽しみましょう♪",,,event,"[""音楽"",""まちづくり"",""国際交流"",""福祉"",""その他""]",31.5966,130.5571,2026-02-20T15:00:00.000Z,2026-02-20T15:00:00.000Z,false,2026-02-20T15:00:00.000Z,2026-02-20T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90363_1000145223.jpg,ハートピアかごしま 多目的ホール(鹿児島市小野１丁目１-１),0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,Black History Month Special Talk 「日本の反対側ジャマイカで生まれたレゲエ＆ダンスホールについて学ぼう」 -音楽の奥にある歴史とメッセージ-,"鹿児島在住のジャマイカ人の方を講師に音楽を通じて歴史や色々な繋がりを話していただきます。
この日はジャマイカ料理もあります(ジャークチキンなど)皆様是非この機会に大人から子供まで楽しんでいただけたらと思います！

2026/2/28(SAT)
OPEN 13:00-18:00
ADM ¥500 / 小学生・未就学児無料
場所 : K-Link Space (鹿児島市城西2丁目2-5)
電話 : 099-806-7920

★講師
Shanel Taylorさん from JAMAICA",,,event,"[""音楽"",""その他"",""教育"",""国際交流""]",31.5966,130.5571,2026-02-27T15:00:00.000Z,2026-02-27T15:00:00.000Z,false,2026-02-27T15:00:00.000Z,2026-02-27T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90344_20260228_1.jpg,レンタルスタジオ、カルチャースペースK-Link Space,0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,KCIC芸術体験ワークショップ 「ばあばに学ぶ手仕事・手縫いで布巾づくり」,"KCICがお届けする年に5回の文化芸術体験。ばあばに教わる、昔ながらの手仕事。ミシンを使わず、手縫いで布巾をつくるワークショップを開催します。
世代を越えて受け継がれてきた手仕事の時間を、ぜひご一緒にいかがですか？




【講師】工房沙弥糸 | Instagram：@kobo_samiito",,,event,"[""募集・支援情報"",""教育"",""その他""]",31.5966,130.5571,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,false,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/293f50eb1e225068e95a29a23947c6f9.jpg,かごしま文化情報センター（KCIC）　鹿児島市易居町1-2 鹿児島市役所みなと大通り別館1F,0,0,2026-02-16T05:12:20.312Z,2026-02-16T05:12:20.312Z
,海外音楽研修生費用の助成｜公益財団法人 明治安田クオリティオブライフ文化財団,"海外音楽研修生費用の助成

国際的音楽家をめざして研鑽中の若手音楽家の海外、特に欧米への留学に必要な費用を助成




対象者
・声楽・器楽を専攻し、大学在籍者・卒業（予定）者および大学院在籍者・修了（予定）者、高等学校卒業（予定）者
声楽は1993年9月1日以降、器楽は1998年9月1日以降に生まれた方
・2026年から2027年12月末までの間に申込書に記載された教育機関等に入学可能な方
・研修目的の達成に必要な語学力を有する方
・他の財団等から助成を受けていない方




申込締切日
2026年3月31日（火）必着



応募方法

郵送(締切日必着)




詳しくは助成団体のWEBサイトよりご確認ください。

公募概要 | 音楽分野への助成 | 公益財団法人 明治安田クオリティオブライフ文化財団",,,event,"[""募集・支援情報"",""音楽"",""教育"",""その他""]",31.5966,130.5571,2025-12-31T15:00:00.000Z,2026-03-30T15:00:00.000Z,true,2025-12-31T15:00:00.000Z,2026-03-30T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/ab1f17ef183335a921f3c30eb9a65e2d-400x400.jpg,,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,市民アートギャラリーランチタイムコンサート 2026年4月～6月公募枠出演者募集,"鹿児島市では市役所みなと大通り別館の市民アートギャラリーで毎週金曜日のお昼12時20分から50分までランチタイムコンサートを開催して、市民の皆さんに音楽と親しむ場を提供するとともに、「公募枠」として音楽愛好家のみなさんに「発表の場」として活用してもらっています。今回は2026年4月～6月の出演者を下記のとおり募集します。




募集要項
1. 出演募集日　2026年4月から6月の金曜日
2. 募集数　5組程度。応募者多数の場合はかごしまアートネットワークで調整
します。
3. 演奏会場　鹿児島市役所みなと大通り別館　市民アートギャラリー
4. 演奏時間　12時20分〜50分の30分
5. 演奏条件　生音での演奏を原則とします（客席数約55席、グランドピアノ有
り）。
6. 応募資格　30分のプログラムを構成・実施できる個人またはグループ
※直近6ヶ月以内にご出演された方はご遠慮ください。

7. 応募方法　件名を「公募枠応募」として、①出演者名（グループの場合はグ
ループ名・代表者名・出演予定人数）　②住所、電話番号（グループの場合
は代表者の）※学生は学校・学科・コース（専攻）も　③演奏形態　④出演
希望日（第2希望まで）を明記の上、メールかファックスあるいは郵送で申
し込んでください。
※メールの方は「info@k-art-net.org」からのメールを受信できるように設
定をお願いします。 　
8. 募集期間　2026年2月1日～3月1日（必着）　　　　　　　　
9. 結果通知　3月10日頃までには応募者に直接通知します。
※　出演料はありません。

　
【問い合わせ・応募先】　
認定NPO法人かごしまアートネットワーク
〒892-0847　鹿児島市西千石町13-3吉留ビル3Ｆ-2
電話・FAX　099-248-7780　
E-mail　info@k-art-net.org",,,event,"[""募集・支援情報"",""音楽"",""まちづくり"",""教育"",""その他""]",31.5966,130.5571,2026-01-31T15:00:00.000Z,2026-02-28T15:00:00.000Z,true,2026-01-31T15:00:00.000Z,2026-02-28T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/d493f64fbe45e94569b38d61dc4e06ea.png,,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,ポーラ伝統文化振興財団 助成事業｜公益財団法人 ポーラ伝統文化振興財団,"助成事業申請要領
日本には先人が残したすばらしい文化遺産が数多くあります。日本人の英知と感性から生れた世界に誇る伝統文化は、一度失ったら再び取り戻すことが困難なもので、大切に受け継がれていかなければなりません。
本事業は、助成を通じて、日本の伝統文化の維持・向上にささやかながら貢献しようとするものです。




1. 助成の対象
（1）対象分野
日本の無形の伝統文化の保存・振興をはかるため、伝統工芸技術、伝統芸能、民俗芸能・行事の各分野で保存・伝承・振興活動および調査・研究活動において、有効な成果が期待できる事業に対し、補助的な援助を行うものです。

（2）申請者の資格
個人、団体のいずれも申請することができます。（但し、一個人、一団体につき一件の申請に限ります）
団体の場合、法人格の有無は問いません。但し、永続性のある活動団体である事を原則とします。

（3）募集する事業
無形の伝統文化に関する保存・記録作成事業
無形の伝統文化の後継者育成・普及事業
無形の伝統文化に関する調査・研究
無形の伝統文化の復元・伝承事業
無形の伝統文化の保存のために欠くことのできない技術や原材料・道具等に関する伝承事業




応募手続き（2026年度 助成）
（1）応募期間
申請書受付期間　2026年2月1日から2026年3月31日まで。（当日消印有効）

※書類不備の場合等に対応できるようご留意ください。（4月1日以降の書類追加・訂正等には対応できません）

（2）応募方法
当財団所定の助成申請様式に必要事項を記入の上、当財団事務局宛てにご郵送ください。





お問い合わせ

TEL：03-3494-7653

メール：info@polaculture.or.jp

受付時間：午前10時～午後5時（土・日・祝日除く）




詳しくは助成団体のWEBサイトよりご確認ください。

助成事業申請要領 | 顕彰と助成 | 公益財団法人ポーラ伝統文化振興財団",,,event,"[""募集・支援情報"",""まちづくり"",""教育"",""その他""]",31.5966,130.5571,2026-01-31T15:00:00.000Z,2026-03-30T15:00:00.000Z,true,2026-01-31T15:00:00.000Z,2026-03-30T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/88bbf5dfc1bf98418291305c8594dc8e.webp,,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,持橋真実作品展 ～綺麗な蕾が咲きますように～ at ギャラリーセージ,"パステル調のやさしい色彩で、人の心に芽吹く希望や光を表現しています。初個展となる本展では春の気配をまとった新作約40点を展示します。
鹿児島大学教育学部美術専修卒。鹿児島市商業高校非常勤講師。",,,event,"[""美術"",""観光""]",31.5966,130.5571,2026-02-12T15:00:00.000Z,2026-02-22T15:00:00.000Z,false,2026-02-12T15:00:00.000Z,2026-02-22T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90314_989bf90c0519e081959a2ccb0fb27f28.png,ギャラリーセージ,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,中吉徹次作陶展 美しい絵付けの器で春を待つ at Gallery Sage,"花や鳥などシンプル・生き生きと絵付けしています。日常使いの温かみのある器の他に本格的な白薩摩の金彩で絵付けしたぐい呑み・盃なども展示します。
県工業センター・デザイン工芸課研修過程卒業。
美山で修行後、曽於市財部にて「てつ次窯」を築窯。
作家は寡黙ながらクオリティーの高い作品を作陶しています。いつものてんとう虫シリーズもあります。",,,event,"[""美術"",""伝統芸能"",""観光""]",31.5966,130.5571,2026-02-05T15:00:00.000Z,2026-02-10T15:00:00.000Z,false,2026-02-05T15:00:00.000Z,2026-02-10T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/02/90311_4190ae077eab056371147262543eeb17.png,ギャラリーセージ,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,ランチタイムコンサート,"毎週金曜日の12時20分から12時50分まで、鹿児島市役所みなと大通り別館1階、市民アートギャラリー内でランチタイムコンサートを開催いたします。

無料でどなたでもご覧いただけます。







【今週のランチタイムコンサー演奏予定】




～ 第860回～ 2月6日(金)




出　演 ： 鹿児島国際大学音楽科 及川クラス（器楽アンサンブル）

曲　目 ： Furusato［Hometown］：岡野禎一（編曲：大茂絵里子）
                イナの歌：P.スパーク
                ロンドンデリーの歌：アイルランド民謡













【今後の演奏予定】

～ 第861回～ 2月13日(金)




出　演 ： 橋本嵐（サクソフォン）、中村慈音（ピアノ）

曲　目 ： いつか王子様が / F.チャーチル 作曲
              リベルタンゴ / A.ピアソラ 作曲
              ドリーミング・ストーン/ 松浦真沙 作曲










～ 第862回～ 2月20日(金)




出　演 ： 四本美海・剥岩霞・藤田佳奈恵（ピアノ）

曲　目 ： 未定",,,event,"[""音楽"",""その他""]",31.5966,130.5571,2026-02-05T15:00:00.000Z,2026-02-05T15:00:00.000Z,false,2026-02-05T15:00:00.000Z,2026-02-05T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/80e19faedb2b61c0fbaf0a90dbf33391.png,鹿児島市役所みなと大通り別館１階　市民アートギャラリー,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,赤塚学園美容・デザイン専門学校　修了制作・卒業制作展　赤塚展,赤塚学園美容・デザイン専門学校デザイン科の１年生から３年生までの修了制作と卒業制作展を開催いたします。「かんがえる。つくる。ちがいをうむ。」をテーマにイラスト・デザイン・ハンドメイド、⼀部グッズ販売など⾏います。沢⼭のご来場お待ちしております。,,,event,"[""美術"",""教育""]",31.5966,130.5571,2026-02-05T15:00:00.000Z,2026-02-09T15:00:00.000Z,false,2026-02-05T15:00:00.000Z,2026-02-09T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/90303_a74f75b7196cad7e4c13e7e24424046a-scaled.jpg,赤塚学園 美容 ・ デザイン専門学校 1F ・ 3F 教室,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
,ズーラシアンブラス音楽の絵本～ズーラシアン・ウィンドアンサンブル～,"ズーラシアンブラスの仲間達が吹奏楽の編成で鹿児島へやってくる！
動物たちが織りなす不思議なクラシックコンサート「音楽の絵本」へようこそ！




予定曲目

交響詩山の音楽家

森のくまさん、スーザに出会った
マンボNo.5

赤とんぼ協奏曲

与作

イン･ザ･ムード ほか

※予定曲目は変更になる場合がございます。",,,event,"[""音楽"",""その他""]",31.5966,130.5571,2026-02-10T15:00:00.000Z,2026-02-10T15:00:00.000Z,false,2026-02-10T15:00:00.000Z,2026-02-10T15:00:00.000Z,https://www.kcic.jp/admin/wp-content/uploads/2026/01/1-1.jpg,谷山サザンホール,0,0,2026-02-16T05:12:24.490Z,2026-02-16T05:12:24.490Z
